tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
5.5|Unidades de Vacinação - Influenza;USF Apipucos;3;3;3.3;0002127;Própria;Unidade de Vacinação;Rua Coronel João Batista do Rego Barros, 1056;Apipucos;33554632;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.052;-8.02076688889;-34.9341414283
5.5|Unidades de Vacinação - Influenza;USF Beira do Rio;6;6;6.3;0026379;Própria;Unidade de Vacinação;Rua Ribeiro de Brito, 1361;Boa Viagem;33556090;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.053;-8.12318383739;-34.9088699483
5.5|Unidades de Vacinação - Influenza;USF Bernard Van Leer;6;6;6.1;3562581;Própria;Unidade de Vacinação;Rua Francisco Valpassos, S/N;Brasília Teimosa;33556406;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.054;-8.08534369039;-34.8836663375
5.5|Unidades de Vacinação - Influenza;USF Bongi Boa Idéia;5;5;5.1;3131572;Própria;Unidade de Vacinação;Rua Araguaia, 83;San Martin;33554636;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.055;-8.06929627585;-34.9240374508
5.5|Unidades de Vacinação - Influenza;USF Brasilit;4;4;4.3;0024511;Própria;Unidade de Vacinação;Rua Emiliano Braga, S/N - Brasilit;Várzea;33556410;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.056;-8.0360158335;-34.9495497418
5.5|Unidades de Vacinação - Influenza;USF Cafesópolis;6;6;6.2;0026360;Própria;Unidade de Vacinação;Rua Mascarenhas de Moraes, S/N;Imbiribeira;33556098;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.057;-8.09896758191;-34.9098703592
5.5|Unidades de Vacinação - Influenza;USF Caranguejo;4;4;4.1;0022373;Própria;Unidade de Vacinação;Rua Tabaiares, 297;Ilha do Retiro;33554644;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.058;-8.06490661952;-34.9053121757
5.5|Unidades de Vacinação - Influenza;USF Casarão do Cordeiro;4;4;4.1;6008984;Própria;Unidade de Vacinação;Rua Odete Monteiro, 450;Cordeiro;33556514;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.059;-8.04405423891;-34.9213252967
5.5|Unidades de Vacinação - Influenza;USF Chico Mendes;5;5;5.2;0000965;Própria;Unidade de Vacinação;Primeira Travessa do Campo, S/N;Caçote;33556426;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.060;-8.10304864422;-34.9326387231
5.5|Unidades de Vacinação - Influenza;USF Cidade Operária;6;8;8.1;6691285;Própria;Unidade de Vacinação;Rua Emilio Monteiro Fonseca, 1688;Ibura;33553032;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.061;-8.12552461894;-34.9369440227
5.5|Unidades de Vacinação - Influenza;USF Coqueiral;6;6;6.2;3153584;Própria;Unidade de Vacinação;Rua Sargento Silvino de Macedo, 129;Imbiribeira;33556103;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.062;-8.11335592777;-34.9068882494
5.5|Unidades de Vacinação - Influenza;USF Coqueiral I e II;5;5;5.3;0022411;Própria;Unidade de Vacinação;Rua Maria Tereza, 174;Coqueiral;33550216/0217;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.063;-8.08532565947;-34.9696797397
5.5|Unidades de Vacinação - Influenza;USF Córrego da Bica;3;7;7.2;0022276;Própria;Unidade de Vacinação;Rua Santa Tereza, S/N - Córrego da Bica;Passarinho;33556115;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.064;-7.98824425514;-34.9292891668
5.5|Unidades de Vacinação - Influenza;USF Córrego da Fortuna;3;3;3.3;0026220;Própria;Unidade de Vacinação;Av Professor Claudio Selva, 1030;Dois Irmãos;33550177;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.065;-8.01179752543;-34.9521793272
5.5|Unidades de Vacinação - Influenza;USF Córrego do Eucalipto;3;7;7.3;6334067;Própria;Unidade de Vacinação;Rua Tereza Carneiro, 26;Macaxeira;33556902;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.066;-8.00670029556;-34.9283028994
5.5|Unidades de Vacinação - Influenza;USF Cosme e Damião;4;4;4.3;3153487;Própria;Unidade de Vacinação;Rua Tomaz Ferreira, 07;Várzea;32320304;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.067;-8.0330097023;-34.9916724381
5.5|Unidades de Vacinação - Influenza;USF Dancing Days;6;6;6.2;0002070;Própria;Unidade de Vacinação;Rua Dancing Days, 109;Imbiribeira;33556119;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.068;-8.10369000417;-34.9216864536
5.5|Unidades de Vacinação - Influenza;USF Djalma de Holanda Cavalcante;6;6;6.1;5392136;Própria;Unidade de Vacinação;Rua Delfin, 87;Brasília Teimosa;33556122;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.069;-8.08016855297;-34.8779382661
5.5|Unidades de Vacinação - Influenza;USF Dr Geraldo Barreto Campelo;5;5;5.1;3131521;Própria;Unidade de Vacinação;Rua Comendador Franco Ferreira, 876;San Martin;33556126;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.070;-8.07309587841;-34.9290958415
5.5|Unidades de Vacinação - Influenza;USF Engenho do Meio;4;4;4.2;0024503;Própria;Unidade de Vacinação;Rua Manoel Alves Deus Dará, 461;Engenho do Meio;33556130;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.071;-8.05713335968;-34.9460736773
5.5|Unidades de Vacinação - Influenza;USF Gilberto Freire;3;7;7.3;0028045;Própria;Unidade de Vacinação;Rua Amaro Luiz de Carvalho, S/N ;Guabiraba;33550110;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.072;-7.96588768702;-34.9241423009
5.5|Unidades de Vacinação - Influenza;USF Guabiraba;3;7;7.3;0022292;Própria;Unidade de Vacinação;Av Otacilio de Azevedo, 115;Guabiraba;33556522;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.073;-7.99406070863;-34.9361274399
5.5|Unidades de Vacinação - Influenza;USF Guarulhos;5;5;5.3;;Própria;Unidade de Vacinação;Av São Paulo, 605;Jardim São Paulo;33556138;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;;05.05.00.074;-8.08116122706;-34.9402813712
5.5|Unidades de Vacinação - Influenza;USF Ilha de Deus;6;6;6.1;0002100;Própria;Unidade de Vacinação;Rua São Jose, S/N, Ilha de Deus;Pina;33556936;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.075;-8.08707909931;-34.901919728
5.5|Unidades de Vacinação - Influenza;USF Ilha de Joaneiro;2;2;2.1;0002135;Própria;Unidade de Vacinação;Rua Marechal Deodoro, 688;Campo Grande;33556150;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.076;-8.0355987806;-34.8827653151
5.5|Unidades de Vacinação - Influenza;USF Ilha Santa Terezinha;1;1;1.1;0022187;Própria;Unidade de Vacinação;Rua Artenis, 9;Santo Amaro;33554668;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.077;-8.03967592105;-34.8769693087
5.5|Unidades de Vacinação - Influenza;USF Iraque;5;5;5.2;0022403;Própria;Unidade de Vacinação;Rua Mearim, 55;Estância;33556869;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.078;-8.09067369316;-34.9279012605
5.5|Unidades de Vacinação - Influenza;USF Irmã Terezinha;2;2;2.1;0029122;Própria;Unidade de Vacinação;Rua da Consolação, 9;Campina do Barreto;33556154;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.079;-8.02007840137;-34.8779514549
5.5|Unidades de Vacinação - Influenza;USF Jader da Andrade Comunidade Entra Apulso;6;6;6.3;3470261;Própria;Unidade de Vacinação;Rua Coronel Anisio Rodrigues Coelho, 08 -Qd 121;Boa Viagem;33554672;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.080;-8.12125358537;-34.9069660741
5.5|Unidades de Vacinação - Influenza;USF Jardim Teresópolis;4;4;4.3;6916325;Própria;Unidade de Vacinação;Rua Expedicionário Antônio Romano, S/N;Várzea;33550404;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.081;-8.03437651247;-34.9758607727
5.5|Unidades de Vacinação - Influenza;USF Jardim Uchôa;5;5;5.2;0001112;Própria;Unidade de Vacinação;Rua Jupiraci, 130;Areias;33556211;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.082;-8.10100432002;-34.9379279244
5.5|Unidades de Vacinação - Influenza;USF Jordão Alto;6;8;8.2;3153460;Própria;Unidade de Vacinação;Av Dona Carentina, Qd B/ Lote II;Jordão;33556162;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.083;-8.13480988184;-34.9410105608
5.5|Unidades de Vacinação - Influenza;USF Jordão Baixo;6;8;8.1;3153479;Própria;Unidade de Vacinação;Rua José Matorano, 100;Ibura;33553407;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.084;-8.13010587629;-34.9393806032
5.5|Unidades de Vacinação - Influenza;USF José Severiano da Silva;2;2;2.1;0026328;Própria;Unidade de Vacinação;Rua Coronel Urbano Ribeiro de Sena, 873;Cajueiro;33556170;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.085;-8.02512771592;-34.8826303291
5.5|Unidades de Vacinação - Influenza;USF Josué de Castro - 27 de Novembro;6;8;8.3;2752824;Própria;Unidade de Vacinação;Av Coração de Jesus, S/N UR 03;Ibura;33553037;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.086;-8.11086833221;-34.952687695
5.5|Unidades de Vacinação - Influenza;USF Lagoa Encantada;6;8;8.3;0022470;Própria;Unidade de Vacinação;Av Dr Benigno Jordão de Vasconcelos, S/N;Cohab;33556174;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.087;-8.12006550666;-34.9504664963
5.5|Unidades de Vacinação - Influenza;USF Macaxeira;3;7;7.3;3302008;Própria;Unidade de Vacinação;Rua Maria Cândida, 87;Macaxeira;33556839;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.088;-8.01193532782;-34.9318388908
5.5|Unidades de Vacinação - Influenza;USF Mangabeira;3;7;7.1;3006476;Própria;Unidade de Vacinação;Rua da Mangabeira,364;Mangabeira;33556182;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.089;-8.0252987255;-34.9036875151
5.5|Unidades de Vacinação - Influenza;USF Mangueira I;5;5;5.1;0026336;Própria;Unidade de Vacinação;Rua Jupiaçara, 70;San Martin;33556186;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.090;-8.07536369661;-34.9247948866
5.5|Unidades de Vacinação - Influenza;USF Mangueira II;5;5;5.1;0026344;Própria;Unidade de Vacinação;Rua Feliciano Castilho, 64;Mangueira;33556686;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.091;-8.07548113027;-34.9205853168
5.5|Unidades de Vacinação - Influenza;USF Monte Verde;6;8;8.3;0026387;Própria;Unidade de Vacinação;Av Chapada do Araripe, 116;Cohab;33556159;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.092;-8.11513498384;-34.9597781241
5.5|Unidades de Vacinação - Influenza;USF Morro da Conceição;3;7;7.1;2679787;Própria;Unidade de Vacinação;Rua da Conceição, 589;Morro da Conceição;33556526;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.093;-8.01956093335;-34.9157786978
5.5|Unidades de Vacinação - Influenza;USF Mustardinha;5;5;5.1;3371328;Própria;Unidade de Vacinação;Rua Major Mario Portela, 472;Mustardinha;33556710;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.094;-8.0676770078;-34.9157204469
5.5|Unidades de Vacinação - Influenza;USF Passarinho Alto;3;7;7.2;0028673;Própria;Unidade de Vacinação;Rua das Rosas 120;Passarinho;33556195;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.095;-7.9799088203;-34.9150006992
5.5|Unidades de Vacinação - Influenza;USF Passarinho Baixo;3;7;7.2;0026204;Própria;Unidade de Vacinação;Rua do Canario, 220;Passarinho;33554680;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.096;-7.97971519223;-34.9169398063
5.5|Unidades de Vacinação - Influenza;USF Pina;6;6;6.1;3153568;Própria;Unidade de Vacinação;Rua Barreiros, 90 - Beira Rio;Pina;33554686;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.097;-8.09012858398;-34.8850335221
5.5|Unidades de Vacinação - Influenza;USF Planeta dos Macacos I;5;5;5.3;5601053;Própria;Unidade de Vacinação;Rua Quatro de Setembro, 145;Curado;33550157/33550035;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.098;-8.08164773943;-34.9535722639
5.5|Unidades de Vacinação - Influenza;USF Planeta dos Macacos II;5;5;5.3;0022438;Própria;Unidade de Vacinação;Rua Edgar Carneiro, 929;Jardim São Paulo;33550059;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.099;-8.07802767457;-34.9504838736
5.5|Unidades de Vacinação - Influenza;USF Poço da Panela;3;3;3.2;0020567;Própria;Unidade de Vacinação;Av 17 de Agosto, 2388;Casa Forte;33556202;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.100;-8.03756229783;-34.9248941427
5.5|Unidades de Vacinação - Influenza;USF Ponto de Parada;2;2;2.1;3302032;Própria;Unidade de Vacinação;Rua Ramiz Galvão, 379;Arruda;33556095;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.101;-8.0259956705;-34.8969722262
5.5|Unidades de Vacinação - Influenza;USF Prof Amaury de Medeiros;4;4;4.3;3703223;Própria;Unidade de Vacinação;Rua Roraima, 102;Várzea;33550308/0309;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.102;-8.03628467033;-34.9798041638
5.5|Unidades de Vacinação - Influenza;USF Prof Antônio Francisco Areias;2;2;2.1;0022268;Própria;Unidade de Vacinação;Av Jardim Brasilia, 145;Peixinhos;33556212;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.103;-8.01741186865;-34.874076652
5.5|Unidades de Vacinação - Influenza;USF Prof Bruno Maia;3;7;7.2;0001058;Própria;Unidade de Vacinação;Alto do Refugio, S/N;Nova Descoberta;33554416;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.104;-8.00138177008;-34.9248708874
5.5|Unidades de Vacinação - Influenza;UBT Prof Fernandes Figueira - Pantanal;5;5;5.3;;Própria;Unidade de Vacinação;Rua Bandeirantes Raposo Tavares ,100;Cohab;;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.105;-8.08206945363;-34.9388205213
5.5|Unidades de Vacinação - Influenza;USF Rio da Prata;6;8;8.1;3639827;Própria;Unidade de Vacinação;Rua Rio da Prata, 455;Ibura;33556215;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.106;-8.11882485794;-34.9370130008
5.5|Unidades de Vacinação - Influenza;USF Roda de Fogo Macaé;4;4;4.2;0022357;Própria;Unidade de Vacinação;Rua Macae, 125;Torrões;33556179;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.107;-8.0620433128;-34.937930851
5.5|Unidades de Vacinação - Influenza;USF Roda de Fogo Sinos;4;4;4.2;0022349;Própria;Unidade de Vacinação;Rua dos Sinos, 35;Torrões;33556435;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.108;-8.05510491196;-34.9385975622
5.5|Unidades de Vacinação - Influenza;USF Rosa Selvagem;4;4;4.3;0022381;Própria;Unidade de Vacinação;Rua Professor Otavio Tavares, 30, UR 07;Várzea;33550204/0206;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.109;-8.03240936252;-34.9778800238
5.5|Unidades de Vacinação - Influenza;USF Santa Tereza;3;7;7.2;0028061;Própria;Unidade de Vacinação;Rua Alto Santa Tereza, 746 - Frei Damião;Passarinho;33554696;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.110;-7.9862510154;-34.9268524903
5.5|Unidades de Vacinação - Influenza;USF Santana;3;3;3.2;0022284;Própria;Unidade de Vacinação;Rua Olegarinha da Cunha, 333;Santana;33556222;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.111;-8.04106956453;-34.9194759888
5.5|Unidades de Vacinação - Influenza;USF Sítio Cardoso;4;4;4.1;0028975;Própria;Unidade de Vacinação;Rua Menezes Drumond, 99;Madalena;33556704;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.112;-8.051360747;-34.9093054532
5.5|Unidades de Vacinação - Influenza;USF Sítio das Palmeiras;4;4;4.1;0022365;Própria;Unidade de Vacinação;Rua Felixlândia, 176;Cordeiro;33556448;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.113;-8.0510869941;-34.9370650485
5.5|Unidades de Vacinação - Influenza;USF Sítio dos Macacos;3;7;7.3;0002097;Própria;Unidade de Vacinação;Estrada dos Macacos, 47 - Vila Aritana;Guabiraba;33550021;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.114;-7.99555736387;-34.9545086466
5.5|Unidades de Vacinação - Influenza;USF Sítio dos Pintos;3;3;3.3;0028053;Própria;Unidade de Vacinação;Rua Professor Agostinho Nunes Machado, S/N;Sítio dos Pintos;33550070;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.115;-8.01382638317;-34.9578242085
5.5|Unidades de Vacinação - Influenza;USF Sítio Grande;6;6;6.2;0000957;Própria;Unidade de Vacinação;Av Luxemburgo, 254, Sitio Grande;Imbiribeira;33556685;Unidade de Vacinação;Recomenda-se que os usuários levem um documento de identificação, a carteira de vacinação, o cartão SUS e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso.;Segunda à sexta das 08:00 às 17:00;05.05.00.116;-8.10219534713;-34.9125819713
